version,0.022,,,,,,,,,,,,,Lavar,,,,,,,,
Member Label,Member Description,P_Familj,Group Name,Variable Name,Internet link,Latin,P_Storaarter,P_Ris,P_BuskarTrad,P_Barande,P_Habitat_gräsm,P_Habitat_våtm,P_Mossor,P_Lavar,P_H8230,P_Vatten,P_Kalk,P_Dike,P_Kalkhällmark,P_Artrikt,P_Hällmark,P_naturahabitat
Masklav,Thamnolia vermicularis,Lavar,SmaProvArt,Masklav,http://artfakta.artdatabanken.se/taxon/230144,Thamnolia vermicularis,,,,,,,,Lavar,,,,,Kalkhällmark,,,
Maskrosor,Taraxacum spp,Korgblommiga,SmaProvArt,Maskrosor,https://sv.wikipedia.org/wiki/Maskrosor,Taraxacum spp,,,,,,,,,,,,,Kalkhällmark,,,
Midsommarblomster,Geranium sylvaticum,Näveväxter,SmaProvArt,Midsommarblomster,https://sv.wikipedia.org/wiki/Midsommarblomster,Geranium sylvaticum,,,,,,,,,,,,,,,,
Mjölkört,Chamaenerion angustifolium,Dunörtsväxter,SmaProvArt,Mjolkort,https://sv.wikipedia.org/wiki/Mj%C3%B6lk%C3%B6rt,Chamaenerion angustifolium,Stor art,,,,,,,,,,,,,,,
Mjölon,Arctostaphylos uva-ursi,Ljungväxter,SmaProvArt,Mjolon,https://sv.wikipedia.org/wiki/Mj%C3%B6lon,Arctostaphylos uva-ursi,,,,,,,,,,,,,Kalkhällmark,,,
Murgröna,,Araliaväxter,TradBuskArt,Murgrona,https://sv.wikipedia.org/wiki/Murgr%C3%B6na,,,,Buskar,,,,,,,,,,,,,
Myrbjörnmossa,Polytrichum strictum,Mossor,SmaProvArt,Myrbjornmossa,https://sv.wikipedia.org/wiki/Myrbj%C3%B6rnmossa,Polytrichum strictum,,,,,,,Mossor,,,,,,,,,
Myrlilja,Narthecium ossifragum,Myrliljeväxter,SmaProvArt,Myrlilja,https://sv.wikipedia.org/wiki/Myrlilja,Narthecium ossifragum,Stor art,,,,,,,,,,,,,,,
Måbär,Ribes alpinum,Rosväxter,TradBuskArt,Mabar,https://sv.wikipedia.org/wiki/M%C3%A5b%C3%A4r,Ribes alpinum,,,Buskar,Bärande,,,,,,,,,,,,
Mållor,Chenopodium spp/Atriplex spp,Mållväxter,SmaProvArt,Mallor,https://sv.wikipedia.org/wiki/M%C3%A5llor,Chenopodium spp/Atriplex spp,,,,,,,,,,,,,,,,
Nattvioler,Platanthera spp,Orkideer,SmaProvArt,Nattvioler,https://sv.wikipedia.org/wiki/Nattvioler,Platanthera spp,,,,,,,,,,,,,Kalkhällmark,,,
Navellavar,Umbilicaria,Lavar,SmaProvArt,Navellavar,http://artfakta.artdatabanken.se/?&s=navellav&v=1,Umbilicaria,,,,,,,,Lavar,,,,,,,Hällmark,
Nejlikrot,Geum urbanum,Rosväxter,SmaProvArt,Nejlikrot,https://sv.wikipedia.org/wiki/Nejlikrot,Geum urbanum,,,,,,,,,,,,,,,,
Norrlandsstarr,Carex aquatilis,Halvgräs,SmaProvArt,Norrlandsstarr,https://sv.wikipedia.org/wiki/Norrlandsstarr,Carex aquatilis,Stor art,,,,,,,,,Vatten,,Dike,,,,
Nysört,Achillea ptarmica,Korgblommiga,SmaProvArt,Nysort,https://sv.wikipedia.org/wiki/Nys%C3%B6rt,Achillea ptarmica,,,,,,,,,,,,,,,,
Näckmossa,Fontinalis,Mossor,SmaProvArt,Nackmossa,https://sv.wikipedia.org/wiki/N%C3%A4ckmossa,Fontinalis,,,,,,,Mossor,,,,,,,,,
Odon,Vaccinium uliginosum,Ljungväxter,SmaProvArt,Odon,https://sv.wikipedia.org/wiki/Odon,Vaccinium uliginosum,,,,,,,,,,,,,,,,
Olvon,Viburnum opulus,Desmeknoppsväxter,TradBuskArt,Olvon,https://sv.wikipedia.org/wiki/Olvon,Viburnum opulus,,,Buskar,Bärande,,,,,,,,,,,,
Ormrot,Bistorta vivipara,Slideväxter,SmaProvArt,Ormrot,https://sv.wikipedia.org/wiki/Ormrot,Bistorta vivipara,,,,,,,,,,,,,,,,
"Ox-, Hund-, Fårtunga",Anchusa,Strävbladiga,SmaProvArt,Tungor,https://sv.wikipedia.org/wiki/Oxtunga,Anchusa,,,,,,,,,,,,,,Artrikt,,
Oxbär-arter,Cotoneaster spp.,Rosväxter,TradBuskArt,Oxbar,,Cotoneaster spp.,,,Buskar,Bärande,,,,,,,,,,,,
Oxlar,Sorbus intermedia,Rosväxter,TradBuskArt,Oxlar,https://sv.wikipedia.org/wiki/Oxel,Sorbus intermedia,,,Träd,Bärande,,,,,,,,,,,,
Palmmossa,Climacium dendroides,Mossor,SmaProvArt,Palmmossa,https://sv.wikipedia.org/wiki/Palmmossa,Climacium dendroides,,,,,,,Mossor,,K,,,,,,Hällmark,
Parkslide,Reynoutria japonica,Slideväxter,SmaProvArt,Parkslide,https://sv.wikipedia.org/wiki/Parkslide,Reynoutria japonica,Stor art,,,,,,,,,,,,,,,
Pilar/Jolster,,Videväxter,TradBuskArt,Pilar_Jolster,https://sv.wikipedia.org/wiki/Pilar/Jolster,,,,Träd,,,,,,,,,,,,,
Piprör,Calamagrostis arundinacea,Gräs,SmaProvArt,Pipror,https://sv.wikipedia.org/wiki/Pipr%C3%B6r,Calamagrostis arundinacea,Stor art,,,,,,,,,,,,,,,
Plattstarr,Carex disticha,Halvgräs,SmaProvArt,Plattstarr,https://sv.wikipedia.org/wiki/Plattstarr,Carex disticha,,,,,,,,,,,,,,,,
Plister (alla),Lamium,Kransblommiga,SmaProvArt,Plister,https://sv.wikipedia.org/wiki/Plistersl%C3%A4ktet,Lamium,,,,,,,,,,,,,,,,
Plommon,Prunus domestica,Rosväxter,TradBuskArt,Plommon,https://sv.wikipedia.org/wiki/Plommon,Prunus domestica,,,Träd,Bärande,,,,,,,,,,,,
Pors,Myrica,Porsväxter,TradBuskArt,Pors,https://sv.wikipedia.org/wiki/Pors,Myrica,,,Buskar,,,,,,,,,,,,,
Praktvitmossa,Sphagnum magellanicum,Mossor,SmaProvArt,Praktvitmossa,https://sv.wikipedia.org/wiki/Praktvitmossa,Sphagnum magellanicum,,,,,,,Mossor,,,,,,,,,
Prästkrage,Leucanthemum vulgare,Korgblommiga,SmaProvArt,Prastkrage,https://sv.wikipedia.org/wiki/Pr%C3%A4stkrage,Leucanthemum vulgare,,,,,,,,,,,,,Kalkhällmark,Artrikt,,
Påskrislavar,Stereocaulon,Lavar,SmaProvArt,Paskrislavar,https://www.artportalen.se/media/taxon/1008151,Stereocaulon,,,,,,,,Lavar,,,,,,,,
Päron,Pyrus communis,Rosväxter,TradBuskArt,Paron,https://sv.wikipedia.org/wiki/P%C3%A4ron,Pyrus communis,,,Träd,Bärande,,,,,,,,,,,,
Renfana,Tanacetum vulgare,Korgblommiga,SmaProvArt,Renfana,https://sv.wikipedia.org/wiki/Renfana,Tanacetum vulgare,Stor art,,,,,,,,,,,,,,,
Renlavar,Cladina,Lavar,SmaProvArt,Renlavar,,Cladina,,,,,,,,Lavar,,,,,Kalkhällmark,,Hällmark,
Revfibbla,Pilosella lactucella,Korgblommiga,SmaProvArt,Revfibbla,https://sv.wikipedia.org/wiki/Revfibbla,Pilosella lactucella,,,,,,,,,,,,,Kalkhällmark,,Hällmark,
Revfingerört,Potentilla reptans,Rosväxter,SmaProvArt,Revfingerort,https://sv.wikipedia.org/wiki/Revfinger%C3%B6rt,Potentilla reptans,,,,,,,,,,,,,,,,
Revsmörblomma,Ranunculus repens,Ranunkelväxter,SmaProvArt,Revsmorblomma,https://sv.wikipedia.org/wiki/Revsm%C3%B6rblomma,Ranunculus repens,,,,,,,,,,,,,,,,
Riddarsporre,Consolida regalis,Ranunkelväxter,SmaProvArt,Riddarsporre,https://sv.wikipedia.org/wiki/Riddarsporre,Consolida regalis,,,,,,,,,,,,,,Artrikt,,
Rip/ull/lappvide,,Videväxter,TradBuskArt,Rip_ull_lappvide,https://sv.wikipedia.org/wiki/Rip/ull/lappvide,,,,Buskar,,,,,,,,,,,,,
Rosling,Andromeda polifolia,Ljungväxter,SmaProvArt,Rosling,https://sv.wikipedia.org/wiki/Rosling,Andromeda polifolia,,,,,,,,,,,,,,,,
Rosor övriga,Rosa spp.,Rosväxter,TradBuskArt,Rosor_ovriga,https://sv.wikipedia.org/wiki/Rossl%C3%A4ktet,Rosa spp.,,,Buskar,Bärande,,,,,,,,,,,,
Rostvitmossa,Sphagnum fuscum,Mossor,SmaProvArt,Rostvitmossa,https://sv.wikipedia.org/wiki/Rostvitmossa,Sphagnum fuscum,,,,,,,Mossor,,,,,,,,,
Ryltåg,Juncus articulatus,Tågväxter,SmaProvArt,Ryltag,http://linnaeus.nrm.se/flora/mono/junca/juncu/juncart.html,Juncus articulatus,,,,,,,,,,,,,,,,
Ryssgubbe,Bunias orientalis,Korsblommiga,SmaProvArt,Ryssgubbe,https://sv.wikipedia.org/wiki/Ryssgubbe,Bunias orientalis,Stor art,,,,,,,,,,,,,,,
Råglosta,Bromus secalinus,Gräs,SmaProvArt,Raglosta,https://sv.wikipedia.org/wiki/Råglosta,Bromus secalinus,,,,,,,,,,,,,,Artrikt,,
Rågvallmo,Papaver dubium,Vallmoväxter,SmaProvArt,Ragvallmo,https://sv.wikipedia.org/wiki/Rågvallmo,Papaver dubium,,,,,,,,,,,,,,Artrikt,,
Röd_skorpionmossa,,Mossor,SmaProvArt,Rod_skorpionmossa,,,,,,,,Våtmark,Mossor,,,Vatten,,,,,,
Rödklint,Centaurea jacea,Korgblommiga,SmaProvArt,Rodklint,https://sv.wikipedia.org/wiki/R%C3%B6dklint,Centaurea jacea,,,,,,,,,,,,,Kalkhällmark,Artrikt,,
Rödklöver,Trifolium pratense,Ärtväxter,SmaProvArt,Rodklover,https://sv.wikipedia.org/wiki/R%C3%B6dkl%C3%B6ver,Trifolium pratense,,,,,,,,,,,,,,,,
Rödkämpar,Plantago media,Grobladsväxter,SmaProvArt,Rodkampar,https://sv.wikipedia.org/wiki/R%C3%B6dk%C3%A4mpar,Plantago media,,,,,Gräsmark,,,,,,,,Kalkhällmark,Artrikt,,
Rödsvingel,Festuca rubra,Gräs,SmaProvArt,Rodsvingel,https://sv.wikipedia.org/wiki/R%C3%B6dsvingel,Festuca rubra,,,,,,,,,,,,,Kalkhällmark,,,
Röllika,Achillea millefolium,Korgblommiga,SmaProvArt,Rollika,https://sv.wikipedia.org/wiki/R%C3%B6llika,Achillea millefolium,,,,,,,,,,,,,Kalkhällmark,,,
Rönn,Sorbus aucuparia,Rosväxter,TradBuskArt,Ronn,https://sv.wikipedia.org/wiki/R%C3%B6nn,Sorbus aucuparia,,,Träd,Bärande,,,,,,,,,,,,
Rörflen,Phalaris arundinacea,Gräs,SmaProvArt,Rorflen,https://sv.wikipedia.org/wiki/R%C3%B6rflen,Phalaris arundinacea,Stor art,,,,,,,,,Vatten,,Dike,,,,
Sandnarv,Arenaria serpyllifolia,Nejlikväxter,SmaProvArt,Sandnarv,https://sv.wikipedia.org/wiki/Sandnarv,Arenaria serpyllifolia,,,,,,,,,,,,,,,Hällmark,
Sileshår-arter,Drosera,Sileshårsväxter,SmaProvArt,Sileshar,https://sv.wikipedia.org/wiki/Silesh%C3%A5r-arter,Drosera,,,,,,,,,,,,,,,,
Sipperblindia,Blindia acuta,Mossor,SmaProvArt,Sipperblindia,,Blindia acuta,,,,,,,Mossor,,,,,,,,Hällmark,
Sipperlavar,Dermatocarpon,Lavar,SmaProvArt,Sipperlavar,https://artportalen.se/Media/Taxon/1007891,Dermatocarpon,,,,,,,,Lavar,,,,,,,Hällmark,
Sjöfräken,Equisetum fluviatile,Fräkenväxter,SmaProvArt,Sjofraken,https://sv.wikipedia.org/wiki/Sj%C3%B6fr%C3%A4ken,Equisetum fluviatile,,,,,,,,,,Vatten,,Dike,,,,
Skallror,Rhinanthus,Snyltrotsväxter,SmaProvArt,Skallror,https://sv.wikipedia.org/wiki/Skallror,Rhinanthus,,,,,,,,,,,,,,Artrikt,,
Skavfräken,Equisetum hyemale,Fräkenväxter,SmaProvArt,Skavfraken,https://sv.wikipedia.org/wiki/Skavfr%C3%A4ken,Equisetum hyemale,,,,,,,,,,,,,,,,
Skinnlavar,Leptogium,Lavar,SmaProvArt,Skinnlavar,,Collematacae,,,,,,,,Lavar,,,,,,,Hällmark,
Skogsbingel,Mercurialis perennis,Törelväxter,SmaProvArt,Skogsbingel,https://sv.wikipedia.org/wiki/Skogsbingel,Mercurialis perennis,,,,,,,,,,,,,,,,
Skogsbjörnmossa,Polytrichastrum formosum,Mossor,SmaProvArt,Skogsbjornmossa,https://sv.wikipedia.org/wiki/Skogsbj%C3%B6rnmossa,Polytrichastrum formosum,,,,,,,Mossor,,,,,,,,,
Skogsfibblor,Hieracium sect. Hieracium,Korgblommiga,SmaProvArt,Skogsfibblor,https://sv.wikipedia.org/wiki/Skogsfibblor,Hieracium sect. Hieracium,,,,,,,,,,,,,,,,
Skogsfräken,Equisetum sylvaticum,Fräkenväxter,SmaProvArt,Skogsfraken,https://sv.wikipedia.org/wiki/Skogsfr%C3%A4ken,Equisetum sylvaticum,,,,,,,,,,,,,,,,
Skogsklöver,Trifolium medium,Ärtväxter,SmaProvArt,Skogsklover,https://sv.wikipedia.org/wiki/Skogskl%C3%B6ver,Trifolium medium,,,,,,,,,,,,,,,,
Skogskornell,Cornus sanguinea,Kornellväxter,TradBuskArt,Skogskornell,https://sv.wikipedia.org/wiki/Skogskornell,Cornus sanguinea,,,Buskar,,,,,,,,,,,,,
Skogsstjärna,Lysimachia europaea,Viveväxter,SmaProvArt,Skogsstjarna,https://sv.wikipedia.org/wiki/Skogsstj%C3%A4rna,Lysimachia europaea,,,,,,,,,,,,,,,,
Skogssäv,Scirpus sylvaticus,Halvgräs,SmaProvArt,Skogssav,https://sv.wikipedia.org/wiki/Skogss%C3%A4v,Scirpus sylvaticus,Stor art,,,,,,,,,Vatten,,Dike,,,,
Skogstry,Lonicera xylosteum,Kaprifolväxter,TradBuskArt,Skogstry,https://sv.wikipedia.org/wiki/Skogstry,Lonicera xylosteum,,,Buskar,,,,,,,,,,,,,
"Skräppor (krus-, gårds-)",Rumex crispus/R. longifolius,Slideväxter,SmaProvArt,Skrappor_krusgard,https://sv.wikipedia.org/wiki/Skr%C3%A4ppor,Rumex crispus/R. longifolius,,,,,,,,,,,,,,,,
Skräppor (tomt-),Rumex obtusifolius,Slideväxter,SmaProvArt,Skrappor_tomt,https://sv.wikipedia.org/wiki/Tomtskr%C3%A4ppa,Rumex obtusifolius,,,,,,,,,,,,,,,,
"Skräppor (vatten-, häst-)",Rumex aquaticus/R. hydrolapathum,Slideväxter,SmaProvArt,Skrappor_vattenhast,https://sv.wikipedia.org/wiki/Skr%C3%A4ppor ,Rumex aquaticus/R. hydrolapathum,,,,,,,,,,,,,,,,
Skvattram,Rhododendron tomentosum,Ljungväxter,SmaProvArt,Skvattram,https://sv.wikipedia.org/wiki/Skvattram,Rhododendron tomentosum,,,,,,,,,,,,,,,,
Slån,Prunus spinosa,Rosväxter,TradBuskArt,Slan,https://sv.wikipedia.org/wiki/Sl%C3%A5n,Prunus spinosa,,,Buskar,Bärande,,,,,,,,,,,,
Slåtterblomma,Parnassia palustris,Benvedsväxter,SmaProvArt,Slatterblomma,https://sv.wikipedia.org/wiki/Sl%C3%A5tterblomma,Parnassia palustris,,,,,Gräsmark,Våtmark,,,,,,,,,,
Slåttergubbe,Arnica montana,Korgblommiga,SmaProvArt,Slattergubbe,https://sv.wikipedia.org/wiki/Sl%C3%A5ttergubbe,Arnica montana,,,,,,,,,,,,,,,,
Smultron,Fragaria vesca,Rosväxter,SmaProvArt,Smultron,https://sv.wikipedia.org/wiki/Smultron,Fragaria vesca,,,,,,,,,,,,,Kalkhällmark,Artrikt,Hällmark,
Små röda vitmossor,Sphagnum acutifolia*,Mossor,SmaProvArt,Sma_roda_vitmossor,http://www.slu.se/documents/externwebben/s-fak/skoglig-resurshallning/landskapsanalys_publikationer/publikationer2003-2009/nils_manual_mossor_web2003.pdf,Sphagnum acutifolia*,,,,,,,Mossor,,,,,,,,,
Småborre,Agrimonia eupatoria,Rosväxter,SmaProvArt,Smaborre,https://sv.wikipedia.org/wiki/Sm%C3%A5borre,Agrimonia eupatoria,,,,,,,,,,,,,,,,
Smällglim,Silene vulgaris,Nejlikväxter,SmaProvArt,Smallglim,https://sv.wikipedia.org/wiki/Sm%C3%A4llglim,Silene vulgaris,,,,,,,,,,,,,,,Hällmark,
Smörbollar,Trollius europaeus,Ranunkelväxter,SmaProvArt,Smorbollar,https://sv.wikipedia.org/wiki/Sm%C3%B6rbollar,Trollius europaeus,,,,,,,,,,,,,,,,
Snårvinda,Calystegia sepium,Vindeväxter,SmaProvArt,Snarvinda,https://sv.wikipedia.org/wiki/Sn%C3%A5rvinda,Calystegia sepium,,,,,,,,,,,,,,,,
Snärjmåra,Galium aparine,Måreväxter,SmaProvArt,Snarjmara,https://sv.wikipedia.org/wiki/Sn%C3%A4rjm%C3%A5ra,Galium aparine,,,,,,,,,,,,,Kalkhällmark,,,
Snöbär,Symphoricarpos albus,Kaprifolväxter,TradBuskArt,Snobar,https://sv.wikipedia.org/wiki/Sn%C3%B6b%C3%A4r,Symphoricarpos albus,,,Buskar,Bärande,,,,,,,,,,,,
Solvända,Helianthemum nummularium,Solvändeväxter,SmaProvArt,Solvanda,https://sv.wikipedia.org/wiki/Solv%C3%A4nda,Helianthemum nummularium,,,,,,,,,,,,,Kalkhällmark,Artrikt,,
Solvända/Ölandssv,Helianthemum nummularium/oelandicum,,SmaProvArt,Solvanda_Olandssolvanda,,,,,,,Gräsmark,,,,,,,,,,,
Sommarfibbla,Leontodon hispidus,Korgblommiga,SmaProvArt,Sommarfibbla,https://sv.wikipedia.org/wiki/Sommarfibbla,Leontodon hispidus,,,,,,,,,,,,,,,,
Sommargyllen,Barbarea vulgaris,Korsblommiga,SmaProvArt,Sommargyllen,https://sv.wikipedia.org/wiki/Sommargyllen,Barbarea vulgaris,,,,,,,,,,,,,,,,
Sotvitmossa,Sphagnum papillosum,Mossor,SmaProvArt,Sotvitmossa,https://sv.wikipedia.org/wiki/Sotvitmossa,Sphagnum papillosum,,,,,,,Mossor,,,,,,,,,
Sparv-/mjuknäva,Geranium pusillum/G. molle,Näveväxter,SmaProvArt,Sparv_mjuknava,https://sv.wikipedia.org/wiki/Sparv-/mjukn%C3%A4va,Geranium pusillum/G. molle,,,,,,,,,,,,,,,Hällmark,
Spikvallmo,Papaver argemone,Vallmoväxter,SmaProvArt,Spikvallmo,https://sv.wikipedia.org/wiki/Spikvallmo,Papaver argemone,,,,,,,,,,,,,,Artrikt,,
Spirea,,Rosväxter,TradBuskArt,Spirea,https://sv.wikipedia.org/wiki/Spirea,,,,Buskar,,,,,,,,,,,,,
Spjutmossa,Calliergonella cuspidata,Mossor,SmaProvArt,Spjutmossa,https://sv.wikipedia.org/wiki/Spjutmossa,Calliergonella cuspidata,,,,,,,Mossor,,,,,,,,Hällmark,
Sprödlavar,Sphaerophorus,Lavar,SmaProvArt,Sprodlavar,,Sphaerophorus,,,,,,,,Lavar,,,,,,,Hällmark,
Spärrvitmossa,Sphagnum squarrosum,Mossor,SmaProvArt,Sparrvitmossa,https://sv.wikipedia.org/wiki/Sp%C3%A4rrvitmossa,Sphagnum squarrosum,,,,,,,Mossor,,,,,,,,,
Stagg,Nardus stricta,Gräs,SmaProvArt,Stagg,https://sv.wikipedia.org/wiki/Stagg,Nardus stricta,,,,,,,,,,,,,,,,
Stenbär,Rubus saxatilis,Rosväxter,SmaProvArt,Stenbar,https://sv.wikipedia.org/wiki/Stenb%C3%A4r,Rubus saxatilis,,,,,,,,,,,,,,,,
Stenmåra,Galium saxatile,Måreväxter,SmaProvArt,Stenmara,https://sv.wikipedia.org/wiki/Stenm%C3%A5ra,Galium saxatile,,,,,,,,,,,,,Kalkhällmark,,,
Stensöta,Polypodium vulgare,Stensöteväxter,SmaProvArt,Stensota,https://sv.wikipedia.org/wiki/Stens%C3%B6ta,Polypodium vulgare,,,,,,,,,,,,,,,Hällmark,
Stinknäva,Geranium robertianum,Näveväxter,SmaProvArt,Stinknava,https://sv.wikipedia.org/wiki/Stinkn%C3%A4va,Geranium robertianum,,,,,,,,,,,,,,,Hällmark,
Stinksyska,Stachys sylvatica,Kransblommiga,SmaProvArt,Stinksyska,https://sv.wikipedia.org/wiki/Stinksyska,Stachys sylvatica,,,,,,,,,,,,,,,,
Stor björnmossa,Polytrichum commune,Mossor,SmaProvArt,Stor_bjornmossa,https://sv.wikipedia.org/wiki/Stor_bj%C3%B6rnmossa,Polytrichum commune,,,,,,,Mossor,,,,,,,,,
Stor blåklocka,Campanula persicifolia,Klockväxter,SmaProvArt,Stor_blaklocka,https://sv.wikipedia.org/wiki/Stor_bl%C3%A5klocka,Campanula persicifolia,,,,,,,,,,,,,Kalkhällmark,Artrikt,Hällmark,
Stormåra,Galium mollugo,Måreväxter,SmaProvArt,Stormara,https://sv.wikipedia.org/wiki/Storm%C3%A5ra,Galium mollugo,,,,,,,,,,,,,Kalkhällmark,,,
Strandklo,Lycopus europaeus,Kransblommiga,SmaProvArt,Strandklo,https://sv.wikipedia.org/wiki/Strandklo,Lycopus europaeus,,,,,,,,,,,,,,,,
Snölav,Flavocetraria nivalis,Lavar,SmaProvArt,Snolav,,Flavocetraria nivalis,,,,,,,,Lavar,,,,,Kalkhällmark,,,
Strätta,Angelica sylvestris,Flockblommiga,SmaProvArt,Stratta,https://sv.wikipedia.org/wiki/Str%C3%A4tta,Angelica sylvestris,,,,,,,,,,,,,,,,
Styvfibblor,Hieracium sect. Tridentata,Korgblommiga,SmaProvArt,Styvfibblor,https://sv.wikipedia.org/wiki/Styvfibblor,Hieracium sect. Tridentata,,,,,,,,,,,,,,,,
Styvmorsviol,Viola tricolor,Violväxter,SmaProvArt,Styvmorsviol,https://sv.wikipedia.org/wiki/Styvmorsviol,Viola tricolor,,,,,,,,,T,,,,,Artrikt,Hällmark,
Sumpmåra,Galium uliginosum,Måreväxter,SmaProvArt,Sumpmara,https://sv.wikipedia.org/wiki/Sumpm%C3%A5ra,Galium uliginosum,,,,,,,,,,,,,Kalkhällmark,,,
Svalting,Alisma plantago-aquatica,Svaltingväxter,SmaProvArt,Svalting,https://sv.wikipedia.org/wiki/Svalting,Alisma plantago-aquatica,,,,,,,,,,,,,,,,
Svarthö,Bartsia alpina,Snyltrotsväxter,SmaProvArt,Svartho,https://sv.wikipedia.org/wiki/Svarth%C3%B6,Bartsia alpina,,,,,Gräsmark,,,,,,,,,,,
Svartkämpar,Plantago lanceolata,Grobladsväxter,SmaProvArt,Svartkampar,https://sv.wikipedia.org/wiki/Svartk%C3%A4mpar,Plantago lanceolata,,,,,,,,,,,,,Kalkhällmark,Artrikt,,
Svavellav,Fulgensia fulgens,Lavar,SmaProvArt,Svavellav,,,,,,,,,,Lavar,,,,,Kalkhällmark,,,
Svinrot,Scorzonera humilis,Korgblommiga,SmaProvArt,Svinrot,https://sv.wikipedia.org/wiki/Svinrot,Scorzonera humilis,,,,,,,,,,,,,,,,
Syren,,Syrenväxter,TradBuskArt,Syren,https://sv.wikipedia.org/wiki/Syren,,,,Buskar,,,,,,,,,,,,,
Sälg ,Salix caprea,Videväxter,TradBuskArt,Salg,https://sv.wikipedia.org/wiki/S%C3%A4lg,Salix caprea,,,Träd,Bärande,,,,,,,,,,,,
Säv/blåsäv,Schoenoplectus lacustris/S. tabernaemontani,Halvgräs,SmaProvArt,Sav_blasav,https://sv.wikipedia.org/wiki/S%C3%A4v/bl%C3%A5s%C3%A4v,Schoenoplectus lacustris/S. tabernaemontani,Stor art,,,,,,,,,Vatten,,Dike,,,,
Körsbär söt,Prunus avium,Rosväxter,TradBuskArt,Sotkorsbar,https://sv.wikipedia.org/wiki/S%C3%B6tk%C3%B6rsb%C3%A4r,Prunus avium,,,Träd,Bärande,,,,,,,,,,,,
Körsbär sur,Prunus cerasus,Rosväxter,TradBuskArt,Surkorsbar,https://sv.wikipedia.org/wiki/Surk%C3%B6rsb%C3%A4r,Prunus cerasus,,,Träd,Bärande,,,,,,,,,,,,
Takmossa,Syntrichia ruralis,Mossor,SmaProvArt,Takmossa,https://sv.wikipedia.org/wiki/Takmossa,Syntrichia ruralis,,,,,,,Mossor,,,,,,,,Hällmark,
Tall,Pinus sylvestris,Tallväxter,TradBuskArt,Tall,https://sv.wikipedia.org/wiki/Tall,Pinus sylvestris,,,Träd,,,,,,,,,,,,,
Tallvitmossa,Sphagnum capillifolium,Mossor,SmaProvArt,Tallvitmossa,https://sv.wikipedia.org/wiki/Tallvitmossa,Sphagnum capillifolium,,,,,,,Mossor,,,,,,,,,
Teveronika,Veronica chamaedrys,Grobladsväxter,SmaProvArt,Teveronika,https://sv.wikipedia.org/wiki/Teveronika,Veronica chamaedrys,,,,,,,,,,,,,Kalkhällmark,,,
Tibast,Daphne mezereum,Tibastväxter,TradBuskArt,Tibast,https://sv.wikipedia.org/wiki/Tibast,Daphne mezereum,,,Buskar,Bärande,,,,,,,,,,,,
Timotej/ängskavle,,Gräs,SmaProvArt,Timotej_Angskavle,http://linnaeus.nrm.se/flora/mono/poa/alope/aloppra.html,,,,,,,,,,,,,,,,,
Tjärblomster,Viscaria vulgaris,Nejlikväxter,SmaProvArt,Tjarblomster,https://sv.wikipedia.org/wiki/Tj%C3%A4rblomster,Viscaria vulgaris,,,,,,,,,T,,,,,Artrikt,Hällmark,
"Tok, ölandstok",,Rosväxter,TradBuskArt,Tok_olandstok,https://sv.wikipedia.org/wiki/%C3%B6landstok,,,,Buskar,,,,,,,,,,,,,
Topplösa,Lysimachia thyrsiflora,Viveväxter,SmaProvArt,Topplosa,https://sv.wikipedia.org/wiki/Toppl%C3%B6sa,Lysimachia thyrsiflora,,,,,,,,,,,,,,,,
Torsklavar,Peltigera aphthosa/P. vermicularis,Lavar,SmaProvArt,Torsklavar,,Peltigera aphthosa/P. vermicularis,,,,,,,,Lavar,,,,,,,Hällmark,
Trampört,Polygonum aviculare,Slideväxter,SmaProvArt,Tramport,https://sv.wikipedia.org/wiki/Tramp%C3%B6rt,Polygonum aviculare,,,,,,,,,,,,,,,,
Tranbär,Vaccinium oxycoccos,Ljungväxter,SmaProvArt,Tranbar,https://sv.wikipedia.org/wiki/Tranb%C3%A4r,Vaccinium oxycoccos,,,,,,,,,,,,,,,,
Trift,Armeria maritima,Triftväxter,SmaProvArt,Trift,https://sv.wikipedia.org/wiki/Trift,Armeria maritima,,,,,,,,,,,,,,,Hällmark,
Trådstarr,Carex lasiocarpa,Halvgräs,SmaProvArt,Tradstarr,https://sv.wikipedia.org/wiki/Tr%C3%A5dstarr,Carex lasiocarpa,Stor art,,,,,,,,,,,,,,,
Trådtåg,Juncus filiformis,Tågväxter,SmaProvArt,Tradtag,http://linnaeus.nrm.se/flora/mono/junca/juncu/juncfil.html,Juncus filiformis,,,,,,,,,,,,,,,,
Träjon,Dryopteris filix-mas,Träjonväxter,SmaProvArt,Trajon,https://sv.wikipedia.org/wiki/Tr%C3%A4jon,Dryopteris filix-mas,,,,,,,,,,,,,,,,
Tulkört,Vincetoxicum hirundinaria,Oleanderväxter,SmaProvArt,Tulkort,https://sv.wikipedia.org/wiki/Tulk%C3%B6rt,Vincetoxicum hirundinaria,Stor art,,,,,,,,,,,,Kalkhällmark,,Hällmark,
Tuschlav,Lasallia pustulata,Lavar,SmaProvArt,Tuschlav,,Lasallia pustulata,,,,,,,,Lavar,T,,,,,,Hällmark,
